A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P
23-03-2024,3,7,7,NILOUFER TEA,150,99,SALT BISCUIT,140,222,SANDWICH,120,65,CHOCLATE CAKE,320,13
23-03-2024,3,7,8,NILOUFER TEA,150,118,MELTING COOKIES,200,144,VEG HALEEM,320,92,CHOCO CHIPS CAKES,320,11
23-03-2024,3,7,9,NILOUFER TEA,150,129,ALMOND STICKS,400,190,ONION SAMOSA,50,126,ALMONDS CAKE,230,27
23-03-2024,3,7,10,NILOUFER TEA,150,70,MULTIGRAIN BISCUIT,210,170,FRENCHFRIES,250,143,BLUEBERRY CAKE,480,30
23-03-2024,3,7,11,NILOUFER TEA,150,105,OATS BISCUIT,125,180,CLASSIC PIZZA - S,100,143,RED VELVET PASTRY,111,29
23-03-2024,3,7,12,NILOUFER TEA,150,55,RAGI BISCUIT,230,125,BURGER,165,86,BELGIUM CHOCLATE PASTRY,159,24
23-03-2024,3,7,13,NILOUFER TEA,150,119,COCONUT BISCUIT,150,224,BUTTER CAKE,89,123,BLACK FOREST PASTRY,111,17
23-03-2024,3,7,14,NILOUFER TEA,150,60,FRUIT PREMIUM,500,237,BURGUR BUN,170,150,BRAZILIAN COFFEE PASTRY,159,16
23-03-2024,3,7,15,NILOUFER TEA,150,118,PALMIERS,170,266,VEG ROLL,45,84,OPERA PASTRY,169.9,14
23-03-2024,3,7,16,NILOUFER TEA,150,51,CHOCOCHIP OSMANIA,165,119,ALOO PARATHA,280,96,ENGLISH FRUIT CUSTURD,193,23
23-03-2024,3,7,17,NILOUFER TEA,150,62,PLAIN KHARI,175,208,PAV BAJI,69,129,PREMIUM BUTTERSCOCH,159,11
23-03-2024,3,7,18,NILOUFER TEA,150,67,DRY FRUIT PREMIUM,725,226,VEG STICKS,220,112,EGGLESS BUTTERSCOCH,360,16
23-03-2024,3,7,19,NILOUFER TEA,150,63,CHOCO ROCKS,320,140,PANNER PIZZA,320,70,EGGLESS CHOCOCHIP CAKE,410,14
23-03-2024,3,7,20,NILOUFER TEA,150,96,GHEE BUN,80,185,MUSHROOM WRAP,450,78,EGGLESS CHOCO TRUFFLE CAKE,520,21
23-03-2024,3,7,21,NILOUFER TEA,150,100,DUM KA ROAT,600,232,MASALA FRIES,250,104,EGGLESS RASMALAI CAKE,620,28
23-03-2024,3,7,22,NILOUFER TEA,150,121,ATTA BISCUIT,180,226,SWEET CORN,20,140,TIRAMISU PASTRY,160.9,27
23-03-2024,3,7,23,NILOUFER TEA,150,95,GHEE ALMOND,220,157,VADA PAV,180,96,SWISS ROCHER PASTRY,159,18
23-03-2024,3,7,24,NILOUFER TEA,150,58,OSMANIA CLASSIC,60,147,POPCORN,25,148,CHEESE CAKE,480,10
24-03-2024,3,1,1,NILOUFER TEA,150,100,OSMANIA PREMIUM,450,261,VEG PUFF,59,145,VANILLA CAKE,169,12
24-03-2024,3,1,2,NILOUFER TEA,150,83,BUTTER ALMOND,140,258,PANEER PUFF,69,62,BUTTERSCOCH CAKE,159,11
24-03-2024,3,1,3,NILOUFER TEA,150,123,DRY FRUIT,140,210,EGG PUFF,70,123,DRY FRUITS CAKE,220,23
24-03-2024,3,1,4,NILOUFER TEA,150,72,CHOCOCHIP,100,226,ALOO SAMOSA,45,96,STRAWBERRY CAKE,250,23
24-03-2024,3,1,5,NILOUFER TEA,150,59,DOUBLE CHOCOCHIP,120,218,MASKA BUN,100,135,PINEAPPLE CAKE,111,14
24-03-2024,3,1,6,NILOUFER TEA,150,110,FRUIT BISCUIT,180,189,MALAI BUN,180,80,RASMALAI CAKE,250,19
24-03-2024,3,1,7,NILOUFER TEA,150,116,SALT BISCUIT,140,298,SANDWICH,120,144,CHOCLATE CAKE,320,24
24-03-2024,3,1,8,NILOUFER TEA,150,101,MELTING COOKIES,200,128,VEG HALEEM,320,87,CHOCO CHIPS CAKES,320,17
24-03-2024,3,1,9,NILOUFER TEA,150,111,ALMOND STICKS,400,227,ONION SAMOSA,50,63,ALMONDS CAKE,230,23
24-03-2024,3,1,10,NILOUFER TEA,150,125,MULTIGRAIN BISCUIT,210,211,FRENCHFRIES,250,69,BLUEBERRY CAKE,480,16
24-03-2024,3,1,11,NILOUFER TEA,150,84,OATS BISCUIT,125,128,CLASSIC PIZZA - S,100,133,RED VELVET PASTRY,111,25
24-03-2024,3,1,12,NILOUFER TEA,150,66,RAGI BISCUIT,230,172,BURGER,165,107,BELGIUM CHOCLATE PASTRY,159,23
24-03-2024,3,1,13,NILOUFER TEA,150,81,COCONUT BISCUIT,150,148,BUTTER CAKE,89,138,BLACK FOREST PASTRY,111,13
24-03-2024,3,1,14,NILOUFER TEA,150,123,FRUIT PREMIUM,500,131,BURGUR BUN,170,70,BRAZILIAN COFFEE PASTRY,159,10
24-03-2024,3,1,15,NILOUFER TEA,150,125,PALMIERS,170,190,VEG ROLL,45,149,OPERA PASTRY,169.9,18
24-03-2024,3,1,16,NILOUFER TEA,150,53,CHOCOCHIP OSMANIA,165,196,ALOO PARATHA,280,108,ENGLISH FRUIT CUSTURD,193,28
24-03-2024,3,1,17,NILOUFER TEA,150,79,PLAIN KHARI,175,122,PAV BAJI,69,124,PREMIUM BUTTERSCOCH,159,24
24-03-2024,3,1,18,NILOUFER TEA,150,76,DRY FRUIT PREMIUM,725,138,VEG STICKS,220,144,EGGLESS BUTTERSCOCH,360,23
24-03-2024,3,1,19,NILOUFER TEA,150,114,CHOCO ROCKS,320,238,PANNER PIZZA,320,103,EGGLESS CHOCOCHIP CAKE,410,28
24-03-2024,3,1,20,NILOUFER TEA,150,79,GHEE BUN,80,144,MUSHROOM WRAP,450,73,EGGLESS CHOCO TRUFFLE CAKE,520,12
24-03-2024,3,1,21,NILOUFER TEA,150,130,DUM KA ROAT,600,239,MASALA FRIES,250,81,EGGLESS RASMALAI CAKE,620,22
24-03-2024,3,1,22,NILOUFER TEA,150,116,ATTA BISCUIT,180,179,SWEET CORN,20,73,TIRAMISU PASTRY,160.9,30
24-03-2024,3,1,23,NILOUFER TEA,150,86,GHEE ALMOND,220,295,VADA PAV,180,112,SWISS ROCHER PASTRY,159,11
24-03-2024,3,1,24,NILOUFER TEA,150,86,OSMANIA CLASSIC,60,103,POPCORN,25,143,CHEESE CAKE,480,28
25-03-2024,3,2,1,NILOUFER TEA,150,129,OSMANIA PREMIUM,450,262,VEG PUFF,59,114,VANILLA CAKE,169,13
25-03-2024,3,2,2,NILOUFER TEA,150,101,BUTTER ALMOND,140,261,PANEER PUFF,69,87,BUTTERSCOCH CAKE,159,24
25-03-2024,3,2,3,NILOUFER TEA,150,55,DRY FRUIT,140,177,EGG PUFF,70,63,DRY FRUITS CAKE,220,16
25-03-2024,3,2,4,NILOUFER TEA,150,53,CHOCOCHIP,100,195,ALOO SAMOSA,45,72,STRAWBERRY CAKE,250,19
25-03-2024,3,2,5,NILOUFER TEA,150,57,DOUBLE CHOCOCHIP,120,157,MASKA BUN,100,65,PINEAPPLE CAKE,111,13
25-03-2024,3,2,6,NILOUFER TEA,150,122,FRUIT BISCUIT,180,125,MALAI BUN,180,61,RASMALAI CAKE,250,22
25-03-2024,3,2,7,NILOUFER TEA,150,116,SALT BISCUIT,140,116,SANDWICH,120,140,CHOCLATE CAKE,320,17
25-03-2024,3,2,8,NILOUFER TEA,150,75,MELTING COOKIES,200,164,VEG HALEEM,320,62,CHOCO CHIPS CAKES,320,25
25-03-2024,3,2,9,NILOUFER TEA,150,71,ALMOND STICKS,400,176,ONION SAMOSA,50,87,ALMONDS CAKE,230,23
25-03-2024,3,2,10,NILOUFER TEA,150,111,MULTIGRAIN BISCUIT,210,277,FRENCHFRIES,250,90,BLUEBERRY CAKE,480,20
25-03-2024,3,2,11,NILOUFER TEA,150,85,OATS BISCUIT,125,186,CLASSIC PIZZA - S,100,77,RED VELVET PASTRY,111,22
25-03-2024,3,2,12,NILOUFER TEA,150,78,RAGI BISCUIT,230,213,BURGER,165,134,BELGIUM CHOCLATE PASTRY,159,29
25-03-2024,3,2,13,NILOUFER TEA,150,55,COCONUT BISCUIT,150,289,BUTTER CAKE,89,65,BLACK FOREST PASTRY,111,10
25-03-2024,3,2,14,NILOUFER TEA,150,102,FRUIT PREMIUM,500,180,BURGUR BUN,170,60,BRAZILIAN COFFEE PASTRY,159,24
25-03-2024,3,2,15,NILOUFER TEA,150,88,PALMIERS,170,203,VEG ROLL,45,95,OPERA PASTRY,169.9,22
25-03-2024,3,2,16,NILOUFER TEA,150,101,CHOCOCHIP OSMANIA,165,195,ALOO PARATHA,280,112,ENGLISH FRUIT CUSTURD,193,14
25-03-2024,3,2,17,NILOUFER TEA,150,109,PLAIN KHARI,175,186,PAV BAJI,69,107,PREMIUM BUTTERSCOCH,159,27
25-03-2024,3,2,18,NILOUFER TEA,150,81,DRY FRUIT PREMIUM,725,257,VEG STICKS,220,125,EGGLESS BUTTERSCOCH,360,16
25-03-2024,3,2,19,NILOUFER TEA,150,110,CHOCO ROCKS,320,124,PANNER PIZZA,320,144,EGGLESS CHOCOCHIP CAKE,410,22
25-03-2024,3,2,20,NILOUFER TEA,150,85,GHEE BUN,80,285,MUSHROOM WRAP,450,149,EGGLESS CHOCO TRUFFLE CAKE,520,23
25-03-2024,3,2,21,NILOUFER TEA,150,77,DUM KA ROAT,600,130,MASALA FRIES,250,82,EGGLESS RASMALAI CAKE,620,28
25-03-2024,3,2,22,NILOUFER TEA,150,84,ATTA BISCUIT,180,121,SWEET CORN,20,65,TIRAMISU PASTRY,160.9,30
25-03-2024,3,2,23,NILOUFER TEA,150,122,GHEE ALMOND,220,156,VADA PAV,180,99,SWISS ROCHER PASTRY,159,16
25-03-2024,3,2,24,NILOUFER TEA,150,71,OSMANIA CLASSIC,60,160,POPCORN,25,106,CHEESE CAKE,480,29
26-03-2024,3,3,1,NILOUFER TEA,150,55,OSMANIA PREMIUM,450,125,VEG PUFF,59,117,VANILLA CAKE,169,17
26-03-2024,3,3,2,NILOUFER TEA,150,103,BUTTER ALMOND,140,151,PANEER PUFF,69,112,BUTTERSCOCH CAKE,159,21
26-03-2024,3,3,3,NILOUFER TEA,150,92,DRY FRUIT,140,116,EGG PUFF,70,126,DRY FRUITS CAKE,220,26
26-03-2024,3,3,4,NILOUFER TEA,150,84,CHOCOCHIP,100,202,ALOO SAMOSA,45,76,STRAWBERRY CAKE,250,30
26-03-2024,3,3,5,NILOUFER TEA,150,79,DOUBLE CHOCOCHIP,120,201,MASKA BUN,100,115,PINEAPPLE CAKE,111,25
26-03-2024,3,3,6,NILOUFER TEA,150,63,FRUIT BISCUIT,180,271,MALAI BUN,180,98,RASMALAI CAKE,250,13
26-03-2024,3,3,7,NILOUFER TEA,150,125,SALT BISCUIT,140,227,SANDWICH,120,109,CHOCLATE CAKE,320,26
26-03-2024,3,3,8,NILOUFER TEA,150,88,MELTING COOKIES,200,256,VEG HALEEM,320,101,CHOCO CHIPS CAKES,320,25
26-03-2024,3,3,9,NILOUFER TEA,150,127,ALMOND STICKS,400,212,ONION SAMOSA,50,99,ALMONDS CAKE,230,15
26-03-2024,3,3,10,NILOUFER TEA,150,64,MULTIGRAIN BISCUIT,210,153,FRENCHFRIES,250,138,BLUEBERRY CAKE,480,25
26-03-2024,3,3,11,NILOUFER TEA,150,86,OATS BISCUIT,125,246,CLASSIC PIZZA - S,100,135,RED VELVET PASTRY,111,20
26-03-2024,3,3,12,NILOUFER TEA,150,54,RAGI BISCUIT,230,119,BURGER,165,140,BELGIUM CHOCLATE PASTRY,159,23
26-03-2024,3,3,13,NILOUFER TEA,150,57,COCONUT BISCUIT,150,231,BUTTER CAKE,89,109,BLACK FOREST PASTRY,111,12
26-03-2024,3,3,14,NILOUFER TEA,150,118,FRUIT PREMIUM,500,171,BURGUR BUN,170,135,BRAZILIAN COFFEE PASTRY,159,19
26-03-2024,3,3,15,NILOUFER TEA,150,107,PALMIERS,170,101,VEG ROLL,45,107,OPERA PASTRY,169.9,12
26-03-2024,3,3,16,NILOUFER TEA,150,108,CHOCOCHIP OSMANIA,165,227,ALOO PARATHA,280,101,ENGLISH FRUIT CUSTURD,193,13
26-03-2024,3,3,17,NILOUFER TEA,150,115,PLAIN KHARI,175,293,PAV BAJI,69,136,PREMIUM BUTTERSCOCH,159,21
26-03-2024,3,3,18,NILOUFER TEA,150,57,DRY FRUIT PREMIUM,725,233,VEG STICKS,220,111,EGGLESS BUTTERSCOCH,360,10
26-03-2024,3,3,19,NILOUFER TEA,150,122,CHOCO ROCKS,320,108,PANNER PIZZA,320,90,EGGLESS CHOCOCHIP CAKE,410,13
26-03-2024,3,3,20,NILOUFER TEA,150,83,GHEE BUN,80,152,MUSHROOM WRAP,450,91,EGGLESS CHOCO TRUFFLE CAKE,520,10
26-03-2024,3,3,21,NILOUFER TEA,150,85,DUM KA ROAT,600,117,MASALA FRIES,250,72,EGGLESS RASMALAI CAKE,620,22
26-03-2024,3,3,22,NILOUFER TEA,150,86,ATTA BISCUIT,180,114,SWEET CORN,20,136,TIRAMISU PASTRY,160.9,27
26-03-2024,3,3,23,NILOUFER TEA,150,82,GHEE ALMOND,220,149,VADA PAV,180,82,SWISS ROCHER PASTRY,159,16
26-03-2024,3,3,24,NILOUFER TEA,150,88,OSMANIA CLASSIC,60,174,POPCORN,25,148,CHEESE CAKE,480,20
27-03-2024,3,4,1,NILOUFER TEA,150,58,OSMANIA PREMIUM,450,121,VEG PUFF,59,122,VANILLA CAKE,169,18
27-03-2024,3,4,2,NILOUFER TEA,150,72,BUTTER ALMOND,140,195,PANEER PUFF,69,87,BUTTERSCOCH CAKE,159,30
27-03-2024,3,4,3,NILOUFER TEA,150,60,DRY FRUIT,140,120,EGG PUFF,70,106,DRY FRUITS CAKE,220,27
27-03-2024,3,4,4,NILOUFER TEA,150,73,CHOCOCHIP,100,204,ALOO SAMOSA,45,74,STRAWBERRY CAKE,250,30
27-03-2024,3,4,5,NILOUFER TEA,150,85,DOUBLE CHOCOCHIP,120,118,MASKA BUN,100,92,PINEAPPLE CAKE,111,29
27-03-2024,3,4,6,NILOUFER TEA,150,108,FRUIT BISCUIT,180,285,MALAI BUN,180,145,RASMALAI CAKE,250,23
27-03-2024,3,4,7,NILOUFER TEA,150,59,SALT BISCUIT,140,233,SANDWICH,120,108,CHOCLATE CAKE,320,21
27-03-2024,3,4,8,NILOUFER TEA,150,84,MELTING COOKIES,200,125,VEG HALEEM,320,80,CHOCO CHIPS CAKES,320,26
27-03-2024,3,4,9,NILOUFER TEA,150,62,ALMOND STICKS,400,211,ONION SAMOSA,50,65,ALMONDS CAKE,230,20
27-03-2024,3,4,10,NILOUFER TEA,150,130,MULTIGRAIN BISCUIT,210,270,FRENCHFRIES,250,66,BLUEBERRY CAKE,480,20
27-03-2024,3,4,11,NILOUFER TEA,150,65,OATS BISCUIT,125,132,CLASSIC PIZZA - S,100,120,RED VELVET PASTRY,111,20
27-03-2024,3,4,12,NILOUFER TEA,150,60,RAGI BISCUIT,230,129,BURGER,165,71,BELGIUM CHOCLATE PASTRY,159,12
27-03-2024,3,4,13,NILOUFER TEA,150,59,COCONUT BISCUIT,150,256,BUTTER CAKE,89,143,BLACK FOREST PASTRY,111,12
27-03-2024,3,4,14,NILOUFER TEA,150,55,FRUIT PREMIUM,500,157,BURGUR BUN,170,77,BRAZILIAN COFFEE PASTRY,159,17
27-03-2024,3,4,15,NILOUFER TEA,150,96,PALMIERS,170,263,VEG ROLL,45,115,OPERA PASTRY,169.9,18
27-03-2024,3,4,16,NILOUFER TEA,150,76,CHOCOCHIP OSMANIA,165,137,ALOO PARATHA,280,111,ENGLISH FRUIT CUSTURD,193,12
27-03-2024,3,4,17,NILOUFER TEA,150,83,PLAIN KHARI,175,231,PAV BAJI,69,128,PREMIUM BUTTERSCOCH,159,16
27-03-2024,3,4,18,NILOUFER TEA,150,87,DRY FRUIT PREMIUM,725,291,VEG STICKS,220,77,EGGLESS BUTTERSCOCH,360,15
27-03-2024,3,4,19,NILOUFER TEA,150,99,CHOCO ROCKS,320,118,PANNER PIZZA,320,81,EGGLESS CHOCOCHIP CAKE,410,14
27-03-2024,3,4,20,NILOUFER TEA,150,96,GHEE BUN,80,214,MUSHROOM WRAP,450,124,EGGLESS CHOCO TRUFFLE CAKE,520,12
27-03-2024,3,4,21,NILOUFER TEA,150,83,DUM KA ROAT,600,109,MASALA FRIES,250,86,EGGLESS RASMALAI CAKE,620,29
27-03-2024,3,4,22,NILOUFER TEA,150,70,ATTA BISCUIT,180,235,SWEET CORN,20,129,TIRAMISU PASTRY,160.9,13
27-03-2024,3,4,23,NILOUFER TEA,150,62,GHEE ALMOND,220,286,VADA PAV,180,73,SWISS ROCHER PASTRY,159,14
27-03-2024,3,4,24,NILOUFER TEA,150,101,OSMANIA CLASSIC,60,106,POPCORN,25,92,CHEESE CAKE,480,25
28-03-2024,3,5,1,NILOUFER TEA,150,112,OSMANIA PREMIUM,450,176,VEG PUFF,59,124,VANILLA CAKE,169,19
28-03-2024,3,5,2,NILOUFER TEA,150,61,BUTTER ALMOND,140,171,PANEER PUFF,69,124,BUTTERSCOCH CAKE,159,16
28-03-2024,3,5,3,NILOUFER TEA,150,75,DRY FRUIT,140,193,EGG PUFF,70,68,DRY FRUITS CAKE,220,23
28-03-2024,3,5,4,NILOUFER TEA,150,129,CHOCOCHIP,100,180,ALOO SAMOSA,45,71,STRAWBERRY CAKE,250,21
28-03-2024,3,5,5,NILOUFER TEA,150,89,DOUBLE CHOCOCHIP,120,277,MASKA BUN,100,68,PINEAPPLE CAKE,111,21
28-03-2024,3,5,6,NILOUFER TEA,150,116,FRUIT BISCUIT,180,253,MALAI BUN,180,115,RASMALAI CAKE,250,12
28-03-2024,3,5,7,NILOUFER TEA,150,105,SALT BISCUIT,140,199,SANDWICH,120,121,CHOCLATE CAKE,320,25
28-03-2024,3,5,8,NILOUFER TEA,150,73,MELTING COOKIES,200,138,VEG HALEEM,320,107,CHOCO CHIPS CAKES,320,23
28-03-2024,3,5,9,NILOUFER TEA,150,87,ALMOND STICKS,400,174,ONION SAMOSA,50,113,ALMONDS CAKE,230,29
28-03-2024,3,5,10,NILOUFER TEA,150,118,MULTIGRAIN BISCUIT,210,236,FRENCHFRIES,250,136,BLUEBERRY CAKE,480,21
28-03-2024,3,5,11,NILOUFER TEA,150,96,OATS BISCUIT,125,236,CLASSIC PIZZA - S,100,84,RED VELVET PASTRY,111,22
28-03-2024,3,5,12,NILOUFER TEA,150,86,RAGI BISCUIT,230,196,BURGER,165,78,BELGIUM CHOCLATE PASTRY,159,20
28-03-2024,3,5,13,NILOUFER TEA,150,76,COCONUT BISCUIT,150,173,BUTTER CAKE,89,150,BLACK FOREST PASTRY,111,12
28-03-2024,3,5,14,NILOUFER TEA,150,83,FRUIT PREMIUM,500,232,BURGUR BUN,170,71,BRAZILIAN COFFEE PASTRY,159,26
28-03-2024,3,5,15,NILOUFER TEA,150,130,PALMIERS,170,173,VEG ROLL,45,140,OPERA PASTRY,169.9,13
28-03-2024,3,5,16,NILOUFER TEA,150,92,CHOCOCHIP OSMANIA,165,176,ALOO PARATHA,280,145,ENGLISH FRUIT CUSTURD,193,30
28-03-2024,3,5,17,NILOUFER TEA,150,75,PLAIN KHARI,175,279,PAV BAJI,69,142,PREMIUM BUTTERSCOCH,159,10
28-03-2024,3,5,18,NILOUFER TEA,150,119,DRY FRUIT PREMIUM,725,200,VEG STICKS,220,76,EGGLESS BUTTERSCOCH,360,23
28-03-2024,3,5,19,NILOUFER TEA,150,119,CHOCO ROCKS,320,264,PANNER PIZZA,320,106,EGGLESS CHOCOCHIP CAKE,410,16
28-03-2024,3,5,20,NILOUFER TEA,150,84,GHEE BUN,80,206,MUSHROOM WRAP,450,71,EGGLESS CHOCO TRUFFLE CAKE,520,26
28-03-2024,3,5,21,NILOUFER TEA,150,99,DUM KA ROAT,600,144,MASALA FRIES,250,117,EGGLESS RASMALAI CAKE,620,15
28-03-2024,3,5,22,NILOUFER TEA,150,79,ATTA BISCUIT,180,217,SWEET CORN,20,99,TIRAMISU PASTRY,160.9,29
28-03-2024,3,5,23,NILOUFER TEA,150,56,GHEE ALMOND,220,174,VADA PAV,180,94,SWISS ROCHER PASTRY,159,18
28-03-2024,3,5,24,NILOUFER TEA,150,98,OSMANIA CLASSIC,60,219,POPCORN,25,67,CHEESE CAKE,480,11
29-03-2024,3,6,1,NILOUFER TEA,150,109,OSMANIA PREMIUM,450,195,VEG PUFF,59,80,VANILLA CAKE,169,30
29-03-2024,3,6,2,NILOUFER TEA,150,102,BUTTER ALMOND,140,288,PANEER PUFF,69,132,BUTTERSCOCH CAKE,159,14
29-03-2024,3,6,3,NILOUFER TEA,150,110,DRY FRUIT,140,147,EGG PUFF,70,89,DRY FRUITS CAKE,220,18
29-03-2024,3,6,4,NILOUFER TEA,150,96,CHOCOCHIP,100,142,ALOO SAMOSA,45,143,STRAWBERRY CAKE,250,20
29-03-2024,3,6,5,NILOUFER TEA,150,130,DOUBLE CHOCOCHIP,120,280,MASKA BUN,100,99,PINEAPPLE CAKE,111,13
29-03-2024,3,6,6,NILOUFER TEA,150,67,FRUIT BISCUIT,180,176,MALAI BUN,180,130,RASMALAI CAKE,250,14
29-03-2024,3,6,7,NILOUFER TEA,150,81,SALT BISCUIT,140,173,SANDWICH,120,106,CHOCLATE CAKE,320,10
29-03-2024,3,6,8,NILOUFER TEA,150,101,MELTING COOKIES,200,142,VEG HALEEM,320,126,CHOCO CHIPS CAKES,320,22
29-03-2024,3,6,9,NILOUFER TEA,150,90,ALMOND STICKS,400,195,ONION SAMOSA,50,103,ALMONDS CAKE,230,13
29-03-2024,3,6,10,NILOUFER TEA,150,130,MULTIGRAIN BISCUIT,210,152,FRENCHFRIES,250,90,BLUEBERRY CAKE,480,17
29-03-2024,3,6,11,NILOUFER TEA,150,80,OATS BISCUIT,125,294,CLASSIC PIZZA - S,100,104,RED VELVET PASTRY,111,26
29-03-2024,3,6,12,NILOUFER TEA,150,112,RAGI BISCUIT,230,256,BURGER,165,91,BELGIUM CHOCLATE PASTRY,159,22
29-03-2024,3,6,13,NILOUFER TEA,150,87,COCONUT BISCUIT,150,180,BUTTER CAKE,89,67,BLACK FOREST PASTRY,111,16
29-03-2024,3,6,14,NILOUFER TEA,150,66,FRUIT PREMIUM,500,203,BURGUR BUN,170,69,BRAZILIAN COFFEE PASTRY,159,12
29-03-2024,3,6,15,NILOUFER TEA,150,103,PALMIERS,170,133,VEG ROLL,45,121,OPERA PASTRY,169.9,22
29-03-2024,3,6,16,NILOUFER TEA,150,67,CHOCOCHIP OSMANIA,165,149,ALOO PARATHA,280,119,ENGLISH FRUIT CUSTURD,193,22
29-03-2024,3,6,17,NILOUFER TEA,150,76,PLAIN KHARI,175,270,PAV BAJI,69,87,PREMIUM BUTTERSCOCH,159,18
29-03-2024,3,6,18,NILOUFER TEA,150,89,DRY FRUIT PREMIUM,725,191,VEG STICKS,220,144,EGGLESS BUTTERSCOCH,360,11
29-03-2024,3,6,19,NILOUFER TEA,150,64,CHOCO ROCKS,320,199,PANNER PIZZA,320,90,EGGLESS CHOCOCHIP CAKE,410,26
29-03-2024,3,6,20,NILOUFER TEA,150,77,GHEE BUN,80,218,MUSHROOM WRAP,450,101,EGGLESS CHOCO TRUFFLE CAKE,520,12
29-03-2024,3,6,21,NILOUFER TEA,150,84,DUM KA ROAT,600,187,MASALA FRIES,250,80,EGGLESS RASMALAI CAKE,620,18
29-03-2024,3,6,22,NILOUFER TEA,150,97,ATTA BISCUIT,180,186,SWEET CORN,20,137,TIRAMISU PASTRY,160.9,12
29-03-2024,3,6,23,NILOUFER TEA,150,67,GHEE ALMOND,220,262,VADA PAV,180,64,SWISS ROCHER PASTRY,159,23
29-03-2024,3,6,24,NILOUFER TEA,150,59,OSMANIA CLASSIC,60,155,POPCORN,25,105,CHEESE CAKE,480,12
30-03-2024,3,7,1,NILOUFER TEA,150,110,OSMANIA PREMIUM,450,260,VEG PUFF,59,66,VANILLA CAKE,169,13
30-03-2024,3,7,2,NILOUFER TEA,150,107,BUTTER ALMOND,140,247,PANEER PUFF,69,95,BUTTERSCOCH CAKE,159,11
30-03-2024,3,7,3,NILOUFER TEA,150,105,DRY FRUIT,140,203,EGG PUFF,70,144,DRY FRUITS CAKE,220,15
30-03-2024,3,7,4,NILOUFER TEA,150,108,CHOCOCHIP,100,123,ALOO SAMOSA,45,149,STRAWBERRY CAKE,250,20
30-03-2024,3,7,5,NILOUFER TEA,150,94,DOUBLE CHOCOCHIP,120,212,MASKA BUN,100,111,PINEAPPLE CAKE,111,24
30-03-2024,3,7,6,NILOUFER TEA,150,98,FRUIT BISCUIT,180,205,MALAI BUN,180,101,RASMALAI CAKE,250,25
30-03-2024,3,7,7,NILOUFER TEA,150,104,SALT BISCUIT,140,107,SANDWICH,120,110,CHOCLATE CAKE,320,21
30-03-2024,3,7,8,NILOUFER TEA,150,99,MELTING COOKIES,200,252,VEG HALEEM,320,95,CHOCO CHIPS CAKES,320,24
30-03-2024,3,7,9,NILOUFER TEA,150,105,ALMOND STICKS,400,144,ONION SAMOSA,50,142,ALMONDS CAKE,230,16
30-03-2024,3,7,10,NILOUFER TEA,150,107,MULTIGRAIN BISCUIT,210,150,FRENCHFRIES,250,149,BLUEBERRY CAKE,480,27
30-03-2024,3,7,11,NILOUFER TEA,150,116,OATS BISCUIT,125,232,CLASSIC PIZZA - S,100,81,RED VELVET PASTRY,111,10
30-03-2024,3,7,12,NILOUFER TEA,150,93,RAGI BISCUIT,230,158,BURGER,165,83,BELGIUM CHOCLATE PASTRY,159,24
30-03-2024,3,7,13,NILOUFER TEA,150,98,COCONUT BISCUIT,150,177,BUTTER CAKE,89,95,BLACK FOREST PASTRY,111,15
30-03-2024,3,7,14,NILOUFER TEA,150,78,FRUIT PREMIUM,500,102,BURGUR BUN,170,68,BRAZILIAN COFFEE PASTRY,159,30
30-03-2024,3,7,15,NILOUFER TEA,150,92,PALMIERS,170,114,VEG ROLL,45,136,OPERA PASTRY,169.9,27
30-03-2024,3,7,16,NILOUFER TEA,150,59,CHOCOCHIP OSMANIA,165,236,ALOO PARATHA,280,145,ENGLISH FRUIT CUSTURD,193,29
30-03-2024,3,7,17,NILOUFER TEA,150,50,PLAIN KHARI,175,295,PAV BAJI,69,139,PREMIUM BUTTERSCOCH,159,20
30-03-2024,3,7,18,NILOUFER TEA,150,84,DRY FRUIT PREMIUM,725,218,VEG STICKS,220,145,EGGLESS BUTTERSCOCH,360,14
30-03-2024,3,7,19,NILOUFER TEA,150,120,CHOCO ROCKS,320,165,PANNER PIZZA,320,145,EGGLESS CHOCOCHIP CAKE,410,27
30-03-2024,3,7,20,NILOUFER TEA,150,75,GHEE BUN,80,161,MUSHROOM WRAP,450,112,EGGLESS CHOCO TRUFFLE CAKE,520,10
30-03-2024,3,7,21,NILOUFER TEA,150,116,DUM KA ROAT,600,116,MASALA FRIES,250,95,EGGLESS RASMALAI CAKE,620,20
30-03-2024,3,7,22,NILOUFER TEA,150,114,ATTA BISCUIT,180,191,SWEET CORN,20,137,TIRAMISU PASTRY,160.9,28
30-03-2024,3,7,23,NILOUFER TEA,150,56,GHEE ALMOND,220,280,VADA PAV,180,80,SWISS ROCHER PASTRY,159,23
30-03-2024,3,7,24,NILOUFER TEA,150,127,OSMANIA CLASSIC,60,258,POPCORN,25,119,CHEESE CAKE,480,17
31-03-2024,3,1,1,NILOUFER TEA,150,99,OSMANIA PREMIUM,450,192,VEG PUFF,59,83,VANILLA CAKE,169,12
31-03-2024,3,1,2,NILOUFER TEA,150,65,BUTTER ALMOND,140,259,PANEER PUFF,69,76,BUTTERSCOCH CAKE,159,25
